60.000,3.000
0.000,46085.148,49783.195,30778.045,14574.516,5043.854,1767.104,0.000
0.008,45911.949,49373.601,30686.764,14747.716,5135.135,1820.937,0.000
0.014,45947.057,49609.995,30682.083,14672.818,5034.492,1902.856,0.000
0.020,46078.127,49359.558,31037.844,14523.024,5036.833,1823.277,0.000
0.035,46220.899,49785.535,30646.975,14682.181,5116.411,1872.429,0.000
0.041,45680.236,49287.001,30934.861,14546.429,5139.816,1881.791,0.000
0.047,46089.829,49605.314,30902.093,14490.257,5018.109,1834.980,0.000
0.052,46078.127,49694.254,30866.985,14799.207,5177.265,1912.218,0.000
0.058,46340.267,49609.995,30820.174,14817.932,4945.552,1898.174,0.000
0.064,46094.510,49160.612,30342.705,14539.408,5074.281,1823.277,0.000
0.070,46887.952,50038.313,30494.840,14415.359,5053.217,1769.445,0.000
0.075,46080.467,49397.006,30986.352,14513.662,4954.914,1792.850,0.000
0.081,46405.802,49628.719,30855.282,14640.051,4924.487,1762.423,0.000
0.087,46401.121,49727.022,30817.834,14501.959,5039.173,1797.531,0.000
0.093,46220.899,49179.336,30803.791,14614.305,5048.536,1823.277,0.000
0.098,46092.170,49558.503,30754.639,14558.132,4898.741,1823.277,0.000
0.104,46005.570,49619.357,30621.229,14747.716,4922.147,1785.829,0.000
0.110,46120.256,49750.427,30869.326,14616.646,4971.298,1891.153,0.000
0.115,46181.110,49586.590,30836.558,14607.283,4999.384,1877.110,0.000
0.122,45928.332,49799.578,30665.699,14649.413,5048.536,1900.515,0.000
0.137,46019.613,49312.747,30728.893,14677.499,4980.660,1907.537,0.000
0.143,46169.408,49626.379,30366.110,14527.705,4973.638,1912.218,0.000
0.148,46431.548,49701.276,30719.531,14410.678,4959.595,1755.402,0.000
0.154,45986.846,49415.731,30813.153,14583.878,4968.957,1907.537,0.000
0.162,45935.354,49670.849,30663.358,14623.667,5053.217,1900.515,0.000
0.168,46281.753,49944.692,30714.850,14546.429,5078.962,1832.639,0.000
0.174,45989.186,49434.455,30932.520,14558.132,5142.157,1834.980,0.000
0.180,46401.121,49684.892,30682.083,14647.073,5125.773,1767.104,0.000
0.185,46347.288,49647.444,30754.639,14724.310,5060.238,1884.131,0.000
0.191,46382.396,49584.249,30593.142,14864.742,5008.746,1872.429,0.000
0.207,46085.148,49586.590,30895.071,14504.300,5034.492,1809.234,0.000
0.212,45897.905,49446.158,30441.007,14497.278,5121.092,1863.066,0.000
0.218,46094.510,49319.769,30408.240,14434.084,4959.595,1783.488,0.000
0.224,46653.898,49820.643,31002.736,14413.019,5135.135,1832.639,0.000
0.230,46253.667,49387.644,30773.364,14677.499,5041.514,1820.937,0.000
0.235,46181.110,49588.930,30738.256,14328.760,5008.746,1856.045,0.000
0.241,46291.115,49628.719,30881.028,14740.694,5142.157,1923.920,0.000
0.247,46122.597,49469.563,30874.007,14471.532,5064.919,1872.429,0.000
0.253,45902.586,49455.520,30686.764,14750.056,5041.514,1820.937,0.000
0.258,46377.715,49364.239,30527.607,14656.435,5064.919,1856.045,0.000
0.264,45921.311,49258.915,30625.910,14752.397,5146.838,1809.234,0.000
0.270,46443.250,49635.741,30499.521,14700.905,5046.195,1753.061,0.000
0.275,46110.894,49867.454,30625.910,14532.386,5067.260,1928.601,0.000
0.281,45954.078,49406.368,30426.964,14420.041,4912.784,1877.110,0.000
0.287,45762.154,49801.919,30726.553,14459.830,4952.574,1792.850,0.000
0.295,46171.748,49909.584,30590.802,14434.084,5008.746,1865.407,0.000
0.301,46021.954,49642.762,30862.304,14728.991,5043.854,1837.321,0.000
0.307,46279.413,49340.833,30817.834,14504.300,5139.816,1830.299,0.000
0.312,46403.461,49511.692,30579.099,14703.245,5102.368,1865.407,0.000
0.318,46143.662,49804.259,30581.440,14508.981,5032.152,1832.639,0.000
0.324,46216.218,49567.865,30768.682,14712.608,5022.790,1820.937,0.000
0.330,46328.564,49277.639,30838.899,14717.289,4938.530,1858.385,0.000
0.335,46141.321,49764.470,30398.878,14623.667,4889.379,1776.467,0.000
0.341,46251.326,49808.941,30719.531,14530.046,5093.006,1813.915,0.000
0.347,46323.883,49865.113,30932.520,14377.911,5011.087,1788.169,0.000
0.353,46326.223,49446.158,31051.887,14754.737,4945.552,1827.958,0.000
0.361,45731.727,49530.417,30850.601,14508.981,4983.001,1858.385,0.000
0.366,45862.797,49312.747,30663.358,14609.624,4983.001,1851.364,0.000
0.372,46096.851,49361.898,31019.120,14750.056,5142.157,1760.083,0.000
0.378,46387.077,49752.768,31150.190,14698.564,5151.519,1820.937,0.000
0.384,45928.332,49495.309,30920.817,14743.034,5034.492,1842.002,0.000
0.390,46457.293,49499.990,30827.196,14520.684,5074.281,1877.110,0.000
0.395,45879.181,49092.737,30532.288,14473.873,5001.725,1832.639,0.000
0.401,46204.516,49401.687,30609.526,14511.321,5144.498,1816.256,0.000
0.407,46045.359,49834.686,31012.098,14597.921,4903.422,1886.472,0.000
0.412,46370.694,49315.088,30829.536,14644.732,4964.276,1750.721,0.000
0.418,46258.348,49703.616,31014.439,14700.905,4978.319,1849.023,0.000
0.424,46579.001,49895.540,30756.980,14925.596,5217.054,1851.364,0.000
0.430,46260.688,50012.567,30829.536,14750.056,5081.303,1783.488,0.000
0.435,45965.781,49607.654,30874.007,14686.862,5064.919,1809.234,0.000
0.441,46356.650,49436.795,30672.721,14443.446,5090.665,1851.364,0.000
0.447,46206.856,49748.087,30969.969,14595.581,4954.914,1860.726,0.000
0.452,45984.505,49680.211,30703.147,14602.602,5039.173,1832.639,0.000
0.458,46665.601,49825.324,30693.785,14710.267,5088.325,1762.423,0.000
0.464,45947.057,49549.141,30897.412,14750.056,5116.411,1823.277,0.000
0.470,45944.716,49507.011,30696.126,14761.759,5172.584,1867.747,0.000
0.475,45848.754,49546.801,30792.088,14609.624,5055.557,1731.996,0.000
0.481,46073.446,49687.233,30874.007,14389.614,5064.919,1818.596,0.000
0.487,46361.331,49397.006,30778.045,14665.797,5008.746,1907.537,0.000
0.493,46473.677,49687.233,30820.174,14677.499,4947.892,1834.980,0.000
0.498,46291.115,49544.460,30705.488,14757.078,5085.984,1844.342,0.000
0.504,45975.143,49492.968,30567.396,14544.089,5057.898,1907.537,0.000
0.510,46017.273,49368.920,30888.050,14555.792,4966.617,1816.256,0.000
0.516,46052.381,49682.552,30668.039,14464.511,4957.255,1839.661,0.000
0.522,46148.343,49518.714,30960.606,14499.619,5078.962,1902.856,0.000
0.527,46138.981,49453.179,30588.461,14626.008,4997.044,1844.342,0.000
0.533,46185.791,50185.767,30747.618,14413.019,4943.211,1921.580,0.000
0.539,46307.499,49497.649,30871.666,14726.651,4968.957,1790.510,0.000
0.544,46560.277,49703.616,31115.082,14633.029,5048.536,1898.174,0.000
0.550,45806.624,49542.119,30909.115,14663.456,4819.163,1842.002,0.000
0.556,46473.677,49631.060,30656.337,14546.429,5212.373,1767.104,0.000
0.561,46014.932,49645.103,30810.812,14604.943,4938.530,1820.937,0.000
0.567,45865.138,49408.709,30696.126,14665.797,5062.579,1872.429,0.000
0.573,46443.250,49528.076,30686.764,14747.716,5046.195,1860.726,0.000
0.579,45956.419,49640.422,30586.121,14586.219,5043.854,1827.958,0.000
0.585,46321.542,49633.400,30979.331,14691.543,5067.260,1853.704,0.000
0.590,46017.273,49303.385,30515.905,14806.229,4908.103,1902.856,0.000
0.596,46143.662,49605.314,30962.947,14546.429,5090.665,1874.769,0.000
0.602,46190.472,49879.157,30607.186,14445.786,4922.147,1872.429,0.000
0.607,46394.099,49427.433,30614.207,14431.743,4865.974,1926.261,0.000
0.613,46445.591,49460.201,30747.618,14675.159,5118.752,1783.488,0.000
0.619,46239.624,49900.221,30546.332,14429.403,5137.476,1813.915,0.000
0.625,46040.678,49663.827,30588.461,14473.873,5093.006,1856.045,0.000
0.630,45986.846,49815.962,30930.179,14494.938,5060.238,1947.326,0.000
0.636,46366.012,49991.502,30693.785,14810.910,4966.617,1792.850,0.000
0.642,45925.992,49759.789,30539.310,14682.181,5249.822,1834.980,0.000
0.647,46321.542,49808.941,30806.131,14635.370,5027.471,1741.359,0.000
0.653,46256.007,49698.935,30881.028,14602.602,5088.325,1860.726,0.000
0.659,46342.607,49598.292,30808.472,14560.473,5088.325,1825.618,0.000
0.665,45947.057,49544.460,30754.639,14743.034,5011.087,1816.256,0.000
0.670,46122.597,49764.470,30850.601,14677.499,5095.346,1867.747,0.000
0.676,46258.348,49837.027,30532.288,14761.759,5001.725,1874.769,0.000
0.682,45972.802,49448.498,30792.088,14583.878,5001.725,1809.234,0.000
0.688,46024.294,49457.860,30925.498,14820.272,4992.363,1818.596,0.000
0.693,46328.564,49680.211,30890.390,14712.608,5107.049,1837.321,0.000
0.699,46230.261,49773.832,30499.521,14583.878,4933.849,1816.256,0.000
0.705,46138.981,49701.276,30494.840,14494.938,5032.152,1767.104,0.000
